,,,,,,,,,,,,,,,,,,,,,,,482.3255,0.5987,,,,"1,500.00"
Game_Index,Date,Team A,Team B,Game_No_A,Game_No_B,H_Status_A,H_Status_B,Goals_A,Goals_B,Win_Type,Att,LoG,Result_A,Result_B,Ladder_Pts_A,Ladder_Pts_B,Smoothed Result A,Rating A,Rating B,Actual,Expected,Diff,Sq Diff,Correct,,,Team A,Rating
701,13/01/2019,Arizona Coyotes,Calgary Flames,45,47,0,1,1,7,-,17849,2:25:00,0,1,0,2,0.0000,"1,474.89","1,565.89",0.0000,0.3720,-0.3719,0.1383,1,,,,
701,13/01/2019,Calgary Flames,Arizona Coyotes,47,45,1,0,7,1,-,17849,2:25:00,1,0,2,0,1.0000,"1,565.89","1,474.89",1.0000,0.6280,0.3719,0.1383,1,,,,
702,13/01/2019,Tampa Bay Lightning,New York Islanders,46,44,0,1,1,5,-,11193,2:28:00,0,1,0,2,0.0001,"1,659.32","1,549.74",0.0001,0.6527,-0.6525,0.4258,0,,,,
702,13/01/2019,New York Islanders,Tampa Bay Lightning,44,46,1,0,5,1,-,11193,2:28:00,1,0,2,0,0.9999,"1,549.74","1,659.32",0.9999,0.3473,0.6525,0.4258,0,,,,
703,13/01/2019,Florida Panthers,Vancouver Canucks,44,47,0,1,1,5,-,18610,2:42:00,0,1,0,2,0.0001,"1,478.27","1,448.16",0.0001,0.5432,-0.5431,0.2949,0,,,,
703,13/01/2019,Vancouver Canucks,Florida Panthers,47,44,1,0,5,1,-,18610,2:42:00,1,0,2,0,0.9999,"1,448.16","1,478.27",0.9999,0.4568,0.5431,0.2949,0,,,,
704,13/01/2019,Anaheim Ducks,Winnipeg Jets,46,45,0,1,3,4,OT,15321,2:33:00,0,1,1,2,0.1705,"1,443.15","1,535.38",0.1705,0.3703,-0.1998,0.0399,1,,,,
704,13/01/2019,Winnipeg Jets,Anaheim Ducks,45,46,1,0,4,3,OT,15321,2:33:00,1,0,2,1,0.8295,"1,535.38","1,443.15",0.8295,0.6297,0.1998,0.0399,1,,,,
705,14/01/2019,Montreal Canadiens,Boston Bruins,47,46,0,1,3,2,OT,17565,2:37:00,1,0,2,1,0.9029,"1,522.17","1,569.08",0.9029,0.4329,0.4700,0.2209,0,,,,
705,14/01/2019,Boston Bruins,Montreal Canadiens,46,47,1,0,2,3,OT,17565,2:37:00,0,1,1,2,0.0971,"1,569.08","1,522.17",0.0971,0.5671,-0.4700,0.2209,0,,,,
706,14/01/2019,Buffalo Sabres,Edmonton Oilers,46,46,0,1,2,7,-,18347,2:29:00,0,1,0,2,0.0010,"1,434.27","1,451.41",0.0010,0.4754,-0.4743,0.2250,1,,,,
706,14/01/2019,Edmonton Oilers,Buffalo Sabres,46,46,1,0,7,2,-,18347,2:29:00,1,0,2,0,0.9990,"1,451.41","1,434.27",0.9990,0.5246,0.4743,0.2250,1,,,,
707,14/01/2019,Chicago Blackhawks,New Jersey Devils,48,45,0,1,5,8,-,15204,2:29:00,0,1,0,2,0.0701,"1,461.05","1,428.84",0.0701,0.5462,-0.4761,0.2267,0,,,,
707,14/01/2019,New Jersey Devils,Chicago Blackhawks,45,48,1,0,8,5,-,15204,2:29:00,1,0,2,0,0.9299,"1,428.84","1,461.05",0.9299,0.4538,0.4761,0.2267,0,,,,
708,14/01/2019,Minnesota Wild,Philadelphia Flyers,45,46,0,1,4,7,-,19123,2:42:00,0,1,0,2,0.0440,"1,467.06","1,471.12",0.0440,0.4942,-0.4501,0.2026,1,,,,
708,14/01/2019,Philadelphia Flyers,Minnesota Wild,46,45,1,0,7,4,-,19123,2:42:00,1,0,2,0,0.9560,"1,471.12","1,467.06",0.9560,0.5058,0.4501,0.2026,1,,,,
709,14/01/2019,Colorado Avalanche,Toronto Maple Leafs,46,45,0,1,6,3,-,19248,2:26:00,1,0,2,0,0.9784,"1,488.89","1,538.89",0.9784,0.4285,0.5498,0.3023,0,,,,
709,14/01/2019,Toronto Maple Leafs,Colorado Avalanche,45,46,1,0,3,6,-,19248,2:26:00,0,1,0,2,0.0216,"1,538.89","1,488.89",0.0216,0.5715,-0.5498,0.3023,0,,,,
710,14/01/2019,St. Louis Blues,Washington Capitals,44,45,0,1,4,1,-,18506,2:26:00,1,0,2,0,0.9995,"1,535.37","1,552.63",0.9995,0.4752,0.5243,0.2749,0,,,,
710,14/01/2019,Washington Capitals,St. Louis Blues,45,44,1,0,1,4,-,18506,2:26:00,0,1,0,2,0.0005,"1,552.63","1,535.37",0.0005,0.5248,-0.5243,0.2749,0,,,,
711,15/01/2019,New Jersey Devils,Columbus Blue Jackets,46,46,0,1,1,4,-,16377,2:25:00,0,1,0,2,0.0005,"1,428.84","1,542.45",0.0005,0.3421,-0.3416,0.1167,1,,,,
711,15/01/2019,Columbus Blue Jackets,New Jersey Devils,46,46,1,0,4,1,-,16377,2:25:00,1,0,2,0,0.9995,"1,542.45","1,428.84",0.9995,0.6579,0.3416,0.1167,1,,,,
712,15/01/2019,Tampa Bay Lightning,Dallas Stars,47,47,0,1,2,0,-,18021,2:27:00,1,0,2,0,1.0000,"1,659.32","1,513.26",1.0000,0.6986,0.3014,0.0908,1,,,,
712,15/01/2019,Dallas Stars,Tampa Bay Lightning,47,47,1,0,0,2,-,18021,2:27:00,0,1,0,2,0.0000,"1,513.26","1,659.32",0.0000,0.3014,-0.3014,0.0908,1,,,,
713,15/01/2019,Anaheim Ducks,Detroit Red Wings,47,48,0,1,1,3,-,19515,2:25:00,0,1,0,2,0.0024,"1,443.15","1,433.41",0.0024,0.5140,-0.5116,0.2618,0,,,,
713,15/01/2019,Detroit Red Wings,Anaheim Ducks,48,47,1,0,3,1,-,19515,2:25:00,1,0,2,0,0.9976,"1,433.41","1,443.15",0.9976,0.4860,0.5116,0.2618,0,,,,
714,15/01/2019,Los Angeles Kings,Minnesota Wild,47,46,0,1,2,3,SO,19017,2:45:00,0,1,1,2,0.0971,"1,420.59","1,467.06",0.0971,0.4335,-0.3364,0.1132,1,,,,
714,15/01/2019,Minnesota Wild,Los Angeles Kings,46,47,1,0,3,2,SO,19017,2:45:00,1,0,2,1,0.9029,"1,467.06","1,420.59",0.9029,0.5665,0.3364,0.1132,1,,,,
715,15/01/2019,Florida Panthers,Montreal Canadiens,45,48,0,1,1,5,-,20576,2:35:00,0,1,0,2,0.0001,"1,478.27","1,522.17",0.0001,0.4372,-0.4370,0.1910,1,,,,
715,15/01/2019,Montreal Canadiens,Florida Panthers,48,45,1,0,5,1,-,20576,2:35:00,1,0,2,0,0.9999,"1,522.17","1,478.27",0.9999,0.5628,0.4370,0.1910,1,,,,
716,15/01/2019,Washington Capitals,Nashville Predators,46,48,0,1,2,7,-,17336,2:33:00,0,1,0,2,0.0010,"1,552.63","1,548.34",0.0010,0.5062,-0.5052,0.2552,0,,,,
716,15/01/2019,Nashville Predators,Washington Capitals,48,46,1,0,7,2,-,17336,2:33:00,1,0,2,0,0.9990,"1,548.34","1,552.63",0.9990,0.4938,0.5052,0.2552,0,,,,
717,15/01/2019,St. Louis Blues,New York Islanders,45,45,0,1,1,2,OT,10042,2:29:00,0,1,1,2,0.0216,"1,535.37","1,549.74",0.0216,0.4793,-0.4577,0.2095,1,,,,
717,15/01/2019,New York Islanders,St. Louis Blues,45,45,1,0,2,1,OT,10042,2:29:00,1,0,2,1,0.9784,"1,549.74","1,535.37",0.9784,0.5207,0.4577,0.2095,1,,,,
718,15/01/2019,Carolina Hurricanes,New York Rangers,46,46,0,1,2,6,-,17636,2:26:00,0,1,0,2,0.0024,"1,535.26","1,438.36",0.0024,0.6359,-0.6336,0.4014,0,,,,
718,15/01/2019,New York Rangers,Carolina Hurricanes,46,46,1,0,6,2,-,17636,2:26:00,1,0,2,0,0.9976,"1,438.36","1,535.26",0.9976,0.3641,0.6336,0.4014,0,,,,
719,15/01/2019,Pittsburgh Penguins,San Jose Sharks,46,48,0,1,2,5,-,17292,2:22:00,0,1,0,2,0.0064,"1,530.65","1,534.08",0.0064,0.4951,-0.4886,0.2388,1,,,,
719,15/01/2019,San Jose Sharks,Pittsburgh Penguins,48,46,1,0,5,2,-,17292,2:22:00,1,0,2,0,0.9936,"1,534.08","1,530.65",0.9936,0.5049,0.4886,0.2388,1,,,,
720,15/01/2019,Vegas Golden Knights,Winnipeg Jets,49,46,0,1,1,4,-,15321,2:27:00,0,1,0,2,0.0005,"1,512.01","1,535.38",0.0005,0.4664,-0.4659,0.2171,1,,,,
720,15/01/2019,Winnipeg Jets,Vegas Golden Knights,46,49,1,0,4,1,-,15321,2:27:00,1,0,2,0,0.9995,"1,535.38","1,512.01",0.9995,0.5336,0.4659,0.2171,1,,,,
721,16/01/2019,San Jose Sharks,Arizona Coyotes,49,46,0,1,3,6,-,13342,2:29:00,0,1,0,2,0.0216,"1,534.08","1,474.89",0.0216,0.5844,-0.5627,0.3167,0,,,,
721,16/01/2019,Arizona Coyotes,San Jose Sharks,46,49,1,0,6,3,-,13342,2:29:00,1,0,2,0,0.9784,"1,474.89","1,534.08",0.9784,0.4156,0.5627,0.3167,0,,,,
722,16/01/2019,Buffalo Sabres,Calgary Flames,47,48,0,1,4,3,OT,18286,2:34:00,1,0,2,1,0.8295,"1,434.27","1,565.89",0.8295,0.3192,0.5104,0.2605,0,,,,
722,16/01/2019,Calgary Flames,Buffalo Sabres,48,47,1,0,3,4,OT,18286,2:34:00,0,1,1,2,0.1705,"1,565.89","1,434.27",0.1705,0.6808,-0.5104,0.2605,0,,,,
723,16/01/2019,Colorado Avalanche,Ottawa Senators,47,47,0,1,2,5,-,14468,2:29:00,0,1,0,2,0.0064,"1,488.89","1,416.01",0.0064,0.6034,-0.5969,0.3563,0,,,,
723,16/01/2019,Ottawa Senators,Colorado Avalanche,47,47,1,0,5,2,-,14468,2:29:00,1,0,2,0,0.9936,"1,416.01","1,488.89",0.9936,0.3966,0.5969,0.3563,0,,,,
724,16/01/2019,Boston Bruins,Philadelphia Flyers,47,47,0,1,3,4,-,19297,2:55:00,0,1,0,2,0.1705,"1,569.08","1,471.12",0.1705,0.6374,-0.4669,0.2180,0,,,,
724,16/01/2019,Philadelphia Flyers,Boston Bruins,47,47,1,0,4,3,-,19297,2:55:00,1,0,2,0,0.8295,"1,471.12","1,569.08",0.8295,0.3626,0.4669,0.2180,0,,,,
725,16/01/2019,Edmonton Oilers,Vancouver Canucks,47,48,0,1,3,2,SO,18166,2:50:00,1,0,2,1,0.9029,"1,451.41","1,448.16",0.9029,0.5047,0.3982,0.1586,1,,,,
725,16/01/2019,Vancouver Canucks,Edmonton Oilers,48,47,1,0,2,3,SO,18166,2:50:00,0,1,1,2,0.0971,"1,448.16","1,451.41",0.0971,0.4953,-0.3982,0.1586,1,,,,
726,17/01/2019,St. Louis Blues,Boston Bruins,46,48,0,1,2,5,-,17565,2:24:00,0,1,0,2,0.0064,"1,535.37","1,569.08",0.0064,0.4516,-0.4452,0.1982,1,,,,
726,17/01/2019,Boston Bruins,St. Louis Blues,48,46,1,0,5,2,-,17565,2:24:00,1,0,2,0,0.9936,"1,569.08","1,535.37",0.9936,0.5484,0.4452,0.1982,1,,,,
727,17/01/2019,Los Angeles Kings,Dallas Stars,48,48,0,1,2,1,-,18045,2:32:00,1,0,2,0,0.9784,"1,420.59","1,513.26",0.9784,0.3697,0.6087,0.3705,0,,,,
727,17/01/2019,Dallas Stars,Los Angeles Kings,48,48,1,0,1,2,-,18045,2:32:00,0,1,0,2,0.0216,"1,513.26","1,420.59",0.0216,0.6303,-0.6087,0.3705,0,,,,
728,17/01/2019,Anaheim Ducks,Minnesota Wild,48,47,0,1,3,0,-,18907,2:24:00,1,0,2,0,1.0000,"1,443.15","1,467.06",1.0000,0.4656,0.5344,0.2855,0,,,,
728,17/01/2019,Minnesota Wild,Anaheim Ducks,47,48,1,0,0,3,-,18907,2:24:00,0,1,0,2,0.0000,"1,467.06","1,443.15",0.0000,0.5344,-0.5344,0.2855,0,,,,
729,17/01/2019,Winnipeg Jets,Nashville Predators,47,49,0,1,5,1,-,17507,2:33:00,1,0,2,0,0.9999,"1,535.38","1,548.34",0.9999,0.4814,0.5185,0.2688,0,,,,
729,17/01/2019,Nashville Predators,Winnipeg Jets,49,47,1,0,1,5,-,17507,2:33:00,0,1,0,2,0.0001,"1,548.34","1,535.38",0.0001,0.5186,-0.5185,0.2688,0,,,,
730,17/01/2019,New Jersey Devils,New York Islanders,47,46,0,1,1,4,-,12088,2:21:00,0,1,0,2,0.0005,"1,428.84","1,549.74",0.0005,0.3327,-0.3322,0.1104,1,,,,
730,17/01/2019,New York Islanders,New Jersey Devils,46,47,1,0,4,1,-,12088,2:21:00,1,0,2,0,0.9995,"1,549.74","1,428.84",0.9995,0.6673,0.3322,0.1104,1,,,,
731,17/01/2019,Chicago Blackhawks,New York Rangers,49,47,0,1,3,4,-,17434,2:32:00,0,1,0,2,0.1705,"1,461.05","1,438.36",0.1705,0.5326,-0.3621,0.1311,0,,,,
731,17/01/2019,New York Rangers,Chicago Blackhawks,47,49,1,0,4,3,-,17434,2:32:00,1,0,2,0,0.8295,"1,438.36","1,461.05",0.8295,0.4674,0.3621,0.1311,0,,,,
732,17/01/2019,Toronto Maple Leafs,Tampa Bay Lightning,46,48,0,1,4,2,-,19092,2:34:00,1,0,2,0,0.9784,"1,538.89","1,659.32",0.9784,0.3333,0.6451,0.4161,0,,,,
732,17/01/2019,Tampa Bay Lightning,Toronto Maple Leafs,48,46,1,0,2,4,-,19092,2:34:00,0,1,0,2,0.0216,"1,659.32","1,538.89",0.0216,0.6667,-0.6451,0.4161,0,,,,
733,18/01/2019,Pittsburgh Penguins,Arizona Coyotes,47,47,0,1,3,2,OT,14757,2:38:00,1,0,2,1,0.9029,"1,530.65","1,474.89",0.9029,0.5796,0.3234,0.1046,1,,,,
733,18/01/2019,Arizona Coyotes,Pittsburgh Penguins,47,47,1,0,2,3,OT,14757,2:38:00,0,1,1,2,0.0971,"1,474.89","1,530.65",0.0971,0.4204,-0.3234,0.1046,1,,,,
734,18/01/2019,Ottawa Senators,Carolina Hurricanes,48,47,0,1,4,1,-,15598,2:22:00,1,0,2,0,0.9995,"1,416.01","1,535.26",0.9995,0.3348,0.6647,0.4418,0,,,,
734,18/01/2019,Carolina Hurricanes,Ottawa Senators,47,48,1,0,1,4,-,15598,2:22:00,0,1,0,2,0.0005,"1,535.26","1,416.01",0.0005,0.6652,-0.6647,0.4418,0,,,,
735,18/01/2019,Montreal Canadiens,Columbus Blue Jackets,49,47,0,1,4,1,-,18892,2:25:00,1,0,2,0,0.9995,"1,522.17","1,542.45",0.9995,0.4708,0.5287,0.2795,0,,,,
735,18/01/2019,Columbus Blue Jackets,Montreal Canadiens,47,49,1,0,1,4,-,18892,2:25:00,0,1,0,2,0.0005,"1,542.45","1,522.17",0.0005,0.5292,-0.5287,0.2795,0,,,,
736,18/01/2019,Detroit Red Wings,Calgary Flames,49,49,0,1,4,6,-,19289,2:38:00,0,1,0,2,0.0971,"1,433.41","1,565.89",0.0971,0.3181,-0.2210,0.0488,1,,,,
736,18/01/2019,Calgary Flames,Detroit Red Wings,49,49,1,0,6,4,-,19289,2:38:00,1,0,2,0,0.9029,"1,565.89","1,433.41",0.9029,0.6819,0.2210,0.0488,1,,,,
737,18/01/2019,Toronto Maple Leafs,Florida Panthers,47,46,0,1,1,3,-,16741,2:23:00,0,1,0,2,0.0024,"1,538.89","1,478.27",0.0024,0.5864,-0.5840,0.3410,0,,,,
737,18/01/2019,Florida Panthers,Toronto Maple Leafs,46,47,1,0,3,1,-,16741,2:23:00,1,0,2,0,0.9976,"1,478.27","1,538.89",0.9976,0.4136,0.5840,0.3410,0,,,,
738,18/01/2019,Buffalo Sabres,Vancouver Canucks,48,49,0,1,3,4,-,18176,2:26:00,0,1,0,2,0.1705,"1,434.27","1,448.16",0.1705,0.4800,-0.3095,0.0958,1,,,,
738,18/01/2019,Vancouver Canucks,Buffalo Sabres,49,48,1,0,4,3,-,18176,2:26:00,1,0,2,0,0.8295,"1,448.16","1,434.27",0.8295,0.5200,0.3095,0.0958,1,,,,
739,18/01/2019,New York Islanders,Washington Capitals,47,47,0,1,2,0,-,18605,2:17:00,1,0,2,0,1.0000,"1,549.74","1,552.63",1.0000,0.4958,0.5042,0.2542,0,,,,
739,18/01/2019,Washington Capitals,New York Islanders,47,47,1,0,0,2,-,18605,2:17:00,0,1,0,2,0.0000,"1,552.63","1,549.74",0.0000,0.5042,-0.5042,0.2542,0,,,,
740,19/01/2019,New York Rangers,Boston Bruins,48,49,0,1,3,2,-,17565,2:39:00,1,0,2,0,0.9029,"1,438.36","1,569.08",0.9029,0.3203,0.5826,0.3395,0,,,,
740,19/01/2019,Boston Bruins,New York Rangers,49,48,1,0,2,3,-,17565,2:39:00,0,1,0,2,0.0971,"1,569.08","1,438.36",0.0971,0.6797,-0.5826,0.3395,0,,,,
741,19/01/2019,Los Angeles Kings,Colorado Avalanche,49,48,0,1,1,7,-,18043,2:34:00,0,1,0,2,0.0000,"1,420.59","1,488.89",0.0000,0.4030,-0.4029,0.1624,1,,,,
741,19/01/2019,Colorado Avalanche,Los Angeles Kings,48,49,1,0,7,1,-,18043,2:34:00,1,0,2,0,1.0000,"1,488.89","1,420.59",1.0000,0.5970,0.4029,0.1624,1,,,,
742,19/01/2019,Winnipeg Jets,Dallas Stars,48,49,0,1,2,4,-,18532,2:38:00,0,1,0,2,0.0216,"1,535.38","1,513.26",0.0216,0.5318,-0.5102,0.2603,0,,,,
742,19/01/2019,Dallas Stars,Winnipeg Jets,49,48,1,0,4,2,-,18532,2:38:00,1,0,2,0,0.9784,"1,513.26","1,535.38",0.9784,0.4682,0.5102,0.2603,0,,,,
743,19/01/2019,Calgary Flames,Edmonton Oilers,50,48,0,1,5,2,-,18347,2:35:00,1,0,2,0,0.9936,"1,565.89","1,451.41",0.9936,0.6590,0.3345,0.1119,1,,,,
743,19/01/2019,Edmonton Oilers,Calgary Flames,48,50,1,0,2,5,-,18347,2:35:00,0,1,0,2,0.0064,"1,451.41","1,565.89",0.0064,0.3410,-0.3345,0.1119,1,,,,
744,19/01/2019,Columbus Blue Jackets,Minnesota Wild,48,48,0,1,1,2,-,19054,2:27:00,0,1,0,2,0.0216,"1,542.45","1,467.06",0.0216,0.6068,-0.5852,0.3425,0,,,,
744,19/01/2019,Minnesota Wild,Columbus Blue Jackets,48,48,1,0,2,1,-,19054,2:27:00,1,0,2,0,0.9784,"1,467.06","1,542.45",0.9784,0.3932,0.5852,0.3425,0,,,,
745,19/01/2019,Philadelphia Flyers,Montreal Canadiens,48,50,0,1,5,2,-,21302,2:19:00,1,0,2,0,0.9936,"1,471.12","1,522.17",0.9936,0.4271,0.5665,0.3209,0,,,,
745,19/01/2019,Montreal Canadiens,Philadelphia Flyers,50,48,1,0,2,5,-,21302,2:19:00,0,1,0,2,0.0064,"1,522.17","1,471.12",0.0064,0.5729,-0.5665,0.3209,0,,,,
746,19/01/2019,Anaheim Ducks,New Jersey Devils,49,48,0,1,3,2,-,15231,2:23:00,1,0,2,0,0.9029,"1,443.15","1,428.84",0.9029,0.5206,0.3823,0.1462,1,,,,
746,19/01/2019,New Jersey Devils,Anaheim Ducks,48,49,1,0,2,3,-,15231,2:23:00,0,1,0,2,0.0971,"1,428.84","1,443.15",0.0971,0.4794,-0.3823,0.1462,1,,,,
747,19/01/2019,Florida Panthers,Nashville Predators,47,50,0,1,4,2,-,17716,2:33:00,1,0,2,0,0.9784,"1,478.27","1,548.34",0.9784,0.4005,0.5779,0.3339,0,,,,
747,19/01/2019,Nashville Predators,Florida Panthers,50,47,1,0,2,4,-,17716,2:33:00,0,1,0,2,0.0216,"1,548.34","1,478.27",0.0216,0.5995,-0.5779,0.3339,0,,,,
748,19/01/2019,Ottawa Senators,St. Louis Blues,49,47,0,1,2,3,-,17690,2:34:00,0,1,0,2,0.0971,"1,416.01","1,535.37",0.0971,0.3347,-0.2376,0.0565,1,,,,
748,19/01/2019,St. Louis Blues,Ottawa Senators,47,49,1,0,3,2,-,17690,2:34:00,1,0,2,0,0.9029,"1,535.37","1,416.01",0.9029,0.6653,0.2376,0.0565,1,,,,
749,19/01/2019,San Jose Sharks,Tampa Bay Lightning,50,49,0,1,3,6,-,19092,2:29:00,0,1,0,2,0.0216,"1,534.08","1,659.32",0.0216,0.3272,-0.3056,0.0934,1,,,,
749,19/01/2019,Tampa Bay Lightning,San Jose Sharks,49,50,1,0,6,3,-,19092,2:29:00,1,0,2,0,0.9784,"1,659.32","1,534.08",0.9784,0.6728,0.3056,0.0934,1,,,,
750,19/01/2019,Pittsburgh Penguins,Vegas Golden Knights,48,50,0,1,3,7,-,18511,2:36:00,0,1,0,2,0.0094,"1,530.65","1,512.01",0.0094,0.5268,-0.5174,0.2677,0,,,,
750,19/01/2019,Vegas Golden Knights,Pittsburgh Penguins,50,48,1,0,7,3,-,18511,2:36:00,1,0,2,0,0.9906,"1,512.01","1,530.65",0.9906,0.4732,0.5174,0.2677,0,,,,
751,20/01/2019,Washington Capitals,Chicago Blackhawks,48,50,0,1,5,8,-,21316,2:36:00,0,1,0,2,0.0701,"1,552.63","1,461.05",0.0701,0.6288,-0.5587,0.3122,0,,,,
751,20/01/2019,Chicago Blackhawks,Washington Capitals,50,48,1,0,8,5,-,21316,2:36:00,1,0,2,0,0.9299,"1,461.05","1,552.63",0.9299,0.3712,0.5587,0.3122,0,,,,
752,20/01/2019,Carolina Hurricanes,Edmonton Oilers,48,49,0,1,7,4,-,18347,2:28:00,1,0,2,0,0.9560,"1,535.26","1,451.41",0.9560,0.6184,0.3376,0.1140,1,,,,
752,20/01/2019,Edmonton Oilers,Carolina Hurricanes,49,48,1,0,4,7,-,18347,2:28:00,0,1,0,2,0.0440,"1,451.41","1,535.26",0.0440,0.3816,-0.3376,0.1140,1,,,,
753,20/01/2019,Anaheim Ducks,New York Islanders,50,48,0,1,0,3,-,13917,2:21:00,0,1,0,2,0.0000,"1,443.15","1,549.74",0.0000,0.3512,-0.3512,0.1234,1,,,,
753,20/01/2019,New York Islanders,Anaheim Ducks,48,50,1,0,3,0,-,13917,2:21:00,1,0,2,0,1.0000,"1,549.74","1,443.15",1.0000,0.6488,0.3512,0.1234,1,,,,
754,20/01/2019,Arizona Coyotes,Toronto Maple Leafs,48,48,0,1,4,2,-,19165,2:23:00,1,0,2,0,0.9784,"1,474.89","1,538.89",0.9784,0.4089,0.5694,0.3243,0,,,,
754,20/01/2019,Toronto Maple Leafs,Arizona Coyotes,48,48,1,0,2,4,-,19165,2:23:00,0,1,0,2,0.0216,"1,538.89","1,474.89",0.0216,0.5911,-0.5694,0.3243,0,,,,
755,20/01/2019,Detroit Red Wings,Vancouver Canucks,50,50,0,1,2,3,-,18865,2:32:00,0,1,0,2,0.0971,"1,433.41","1,448.16",0.0971,0.4788,-0.3817,0.1457,1,,,,
755,20/01/2019,Vancouver Canucks,Detroit Red Wings,50,50,1,0,3,2,-,18865,2:32:00,1,0,2,0,0.9029,"1,448.16","1,433.41",0.9029,0.5212,0.3817,0.1457,1,,,,
756,21/01/2019,Nashville Predators,Colorado Avalanche,51,49,0,1,4,1,-,18018,2:28:00,1,0,2,0,0.9995,"1,548.34","1,488.89",0.9995,0.5847,0.4148,0.1720,1,,,,
756,21/01/2019,Colorado Avalanche,Nashville Predators,49,51,1,0,1,4,-,18018,2:28:00,0,1,0,2,0.0005,"1,488.89","1,548.34",0.0005,0.4153,-0.4148,0.1720,1,,,,
757,21/01/2019,San Jose Sharks,Florida Panthers,51,48,0,1,2,6,-,14014,2:33:00,0,1,0,2,0.0024,"1,534.08","1,478.27",0.0024,0.5796,-0.5773,0.3332,0,,,,
757,21/01/2019,Florida Panthers,San Jose Sharks,48,51,1,0,6,2,-,14014,2:33:00,1,0,2,0,0.9976,"1,478.27","1,534.08",0.9976,0.4204,0.5773,0.3332,0,,,,
758,21/01/2019,St. Louis Blues,Los Angeles Kings,48,50,0,1,3,4,-,18230,2:33:00,0,1,0,2,0.1705,"1,535.37","1,420.59",0.1705,0.6594,-0.4890,0.2391,0,,,,
758,21/01/2019,Los Angeles Kings,St. Louis Blues,50,48,1,0,4,3,-,18230,2:33:00,1,0,2,0,0.8295,"1,420.59","1,535.37",0.8295,0.3406,0.4890,0.2391,0,,,,
759,21/01/2019,Minnesota Wild,Vegas Golden Knights,49,51,0,1,4,2,-,18328,2:40:00,1,0,2,0,0.9784,"1,467.06","1,512.01",0.9784,0.4357,0.5427,0.2945,0,,,,
759,21/01/2019,Vegas Golden Knights,Minnesota Wild,51,49,1,0,2,4,-,18328,2:40:00,0,1,0,2,0.0216,"1,512.01","1,467.06",0.0216,0.5643,-0.5427,0.2945,0,,,,
760,22/01/2019,Carolina Hurricanes,Calgary Flames,49,51,0,1,2,3,OT,18508,2:36:00,0,1,1,2,0.0971,"1,535.26","1,565.89",0.0971,0.4560,-0.3589,0.1288,1,,,,
760,22/01/2019,Calgary Flames,Carolina Hurricanes,51,49,1,0,3,2,OT,18508,2:36:00,1,0,2,1,0.9029,"1,565.89","1,535.26",0.9029,0.5440,0.3589,0.1288,1,,,,
761,22/01/2019,New York Islanders,Chicago Blackhawks,49,51,0,1,2,3,SO,21330,2:36:00,0,1,1,2,0.0971,"1,549.74","1,461.05",0.0971,0.6249,-0.5278,0.2786,0,,,,
761,22/01/2019,Chicago Blackhawks,New York Islanders,51,49,1,0,3,2,SO,21330,2:36:00,1,0,2,1,0.9029,"1,461.05","1,549.74",0.9029,0.3751,0.5278,0.2786,0,,,,
762,22/01/2019,Detroit Red Wings,Edmonton Oilers,51,50,0,1,3,2,-,18347,2:27:00,1,0,2,0,0.9029,"1,433.41","1,451.41",0.9029,0.4741,0.4288,0.1839,0,,,,
762,22/01/2019,Edmonton Oilers,Detroit Red Wings,50,51,1,0,2,3,-,18347,2:27:00,0,1,0,2,0.0971,"1,451.41","1,433.41",0.0971,0.5259,-0.4288,0.1839,0,,,,
763,22/01/2019,Arizona Coyotes,Ottawa Senators,49,50,0,1,3,2,-,12236,2:27:00,1,0,2,0,0.9029,"1,474.89","1,416.01",0.9029,0.5839,0.3190,0.1017,1,,,,
763,22/01/2019,Ottawa Senators,Arizona Coyotes,50,49,1,0,2,3,-,12236,2:27:00,0,1,0,2,0.0971,"1,416.01","1,474.89",0.0971,0.4161,-0.3190,0.1017,1,,,,
764,22/01/2019,San Jose Sharks,Washington Capitals,52,49,0,1,7,6,OT,18506,2:39:00,1,0,2,1,0.7001,"1,534.08","1,552.63",0.7001,0.4733,0.2268,0.0514,0,,,,
764,22/01/2019,Washington Capitals,San Jose Sharks,49,52,1,0,6,7,OT,18506,2:39:00,0,1,1,2,0.2999,"1,552.63","1,534.08",0.2999,0.5267,-0.2268,0.0514,0,,,,
765,23/01/2019,St. Louis Blues,Anaheim Ducks,49,51,0,1,5,1,-,16795,2:21:00,1,0,2,0,0.9999,"1,535.37","1,443.15",0.9999,0.6297,0.3702,0.1370,1,,,,
765,23/01/2019,Anaheim Ducks,St. Louis Blues,51,49,1,0,1,5,-,16795,2:21:00,0,1,0,2,0.0001,"1,443.15","1,535.37",0.0001,0.3703,-0.3702,0.1370,1,,,,
766,23/01/2019,Minnesota Wild,Colorado Avalanche,50,50,0,1,5,2,-,17310,2:34:00,1,0,2,0,0.9936,"1,467.06","1,488.89",0.9936,0.4686,0.5249,0.2756,0,,,,
766,23/01/2019,Colorado Avalanche,Minnesota Wild,50,50,1,0,2,5,-,17310,2:34:00,0,1,0,2,0.0064,"1,488.89","1,467.06",0.0064,0.5314,-0.5249,0.2756,0,,,,
767,23/01/2019,Arizona Coyotes,Montreal Canadiens,50,51,0,1,1,2,-,21002,2:23:00,0,1,0,2,0.0216,"1,474.89","1,522.17",0.0216,0.4324,-0.4108,0.1687,1,,,,
